body_temperature,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,health_status
39.2,9.3,14,5004,7.2,3,40,1.3,15.3,5.5,2,unhealthy
37.9,13.8,17,12696,4.5,1,79,3.1,12.3,7,2,healthy
38.2,12.4,22,11303,4.3,2,68,2.5,13.1,6.8,3,healthy
38.9,6.8,14,5545,7.2,2,39,2.6,15.5,4.9,3,unhealthy
37.8,19,30,12619,4.8,2,58,1.7,11,7,4,healthy
37.7,10.3,14,11249,3.9,1,82,3.5,11.7,7,3,healthy
39.4,10.2,14,5585,7.2,3,48,1.3,15.7,4.2,3,unhealthy
39.8,9.4,14,6239,6.9,4,45,1.6,15,4.2,1,unhealthy
39.3,8.4,15,5023,7.2,3,40,1.5,13.9,5.2,2,unhealthy
38.1,22.6,21,12917,2.8,1,59,3.5,12.4,6.4,3,unhealthy
39,15.9,14,6118,6.6,4,42,2.5,12.2,5.3,2,unhealthy
39.1,5.1,14,6181,7.2,4,55,1.4,14.4,4.8,3,unhealthy
37.8,22.8,16,12123,4.3,1,67,3.3,12.1,7,4,healthy
39.5,13.4,26,6180,6.9,3,49,1.4,13.7,3.6,3,unhealthy
37.9,22.9,26,12148,4.8,3,83,2,11.4,7,2,healthy
39.4,11.9,22,12620,4.1,3,45,1.7,14.8,3.8,1,unhealthy
38.6,25.2,21,5269,7.2,4,48,1.7,13.3,4.2,2,healthy
39.8,13.4,20,5142,7.2,3,43,1.3,15.3,4.6,1,unhealthy
38.5,12,39,11384,4.9,3,81,2.6,11.9,6.2,3,healthy
38.2,10.9,20,11930,4.7,1,83,2.6,12.2,6.4,4,healthy
39.1,16,38,12842,3.6,2,64,2.4,13.5,7,3,healthy
39.1,7.4,14,10352,6.8,3,48,3.4,14.6,3,1,unhealthy
39.7,18.1,21,12612,3.8,3,79,2.5,13.1,4.9,2,unhealthy
37.6,20,16,11752,5,3,80,2.6,10.9,7,2,healthy
38,13.3,35,11459,4.2,1,74,2,12,6.8,3,healthy
39.5,10.6,27,5973,7.2,4,47,1.4,12.1,5.1,1,unhealthy
37.9,19.4,22,11685,3.5,3,68,2.1,11.6,6.6,3,healthy
39.5,11.7,24,5352,5,1,73,1.4,14.5,4.6,3,unhealthy
38.9,12.3,14,5459,7.2,3,38,1.3,14.6,5.2,3,unhealthy
39.1,5.1,25,6300,7.2,3,40,1.3,13.6,4.7,3,unhealthy
37.8,12,21,12650,4.9,3,74,3.8,12.6,5.9,3,unhealthy
39.3,12.6,14,6558,7.2,2,47,1.3,13.3,4,2,unhealthy
39.1,12.5,23,5869,5,4,37,1.7,11.7,3.2,3,healthy
39,11.3,14,5004,6.5,4,39,3.2,15,5.1,3,unhealthy
38.8,10.6,14,6222,7.2,2,42,1.3,15.2,4.1,2,unhealthy
39.2,9.8,14,13106,7.2,1,42,1.4,13.7,3.6,1,unhealthy
37.7,10.7,14,12043,3.9,1,50,3.2,12.3,6.4,3,unhealthy
38.2,10.4,36,11462,5.2,2,71,2.8,11.5,7,3,healthy
37.8,18,18,11688,5.1,1,83,2.2,11.7,7,4,healthy
38,13.6,28,12983,3.8,3,74,3.5,12.1,6.6,3,unhealthy
38.9,23.1,18,6737,3.8,3,46,2.4,12.6,5.7,4,unhealthy
38.1,13,30,11672,4,3,70,3,12.2,6,4,healthy
37.9,23.3,34,11336,4,1,76,1.9,12.1,6.4,3,healthy
37.9,13.2,26,12564,4.1,2,82,2.1,12.9,6.9,2,healthy
39.3,5.8,14,5384,7.2,1,39,1.3,14.8,5.2,3,unhealthy
39.4,14.2,14,7061,7,3,43,2.4,13.5,4.1,2,unhealthy
39.8,5.5,27,11902,4.1,5,46,1.9,13.4,5.8,1,unhealthy
39.5,11.7,24,5970,7.2,3,50,1.3,11.3,4.8,4,unhealthy
37.8,9.2,26,13257,4.7,3,71,2.2,12.3,6.5,3,healthy
38.1,12.5,19,5405,3.7,2,65,2.4,11.9,7,2,healthy
39.3,11.5,14,5657,4.9,4,60,2.2,13.5,5.9,1,unhealthy
35.5,10.2,17,5763,2.8,3,43,2.1,15.4,6,2,unhealthy
39.9,15.4,14,5004,4.7,3,51,1.3,15.4,4,1,unhealthy
38,12.8,27,12388,3.9,3,52,3.1,12.1,6.9,3,healthy
39.3,9.8,16,5004,7.2,2,51,1.8,13.5,6.8,3,unhealthy
38.8,10.5,14,5032,6.7,2,43,1.3,15.1,4.8,3,unhealthy
39.3,9.5,24,7866,6.3,1,49,1.6,14.8,3.2,2,unhealthy
38,26.5,24,12604,2.9,3,75,3.9,12.7,6.9,3,unhealthy
37.9,23.5,49,12158,4.5,3,81,2,12.7,7,4,healthy
39.8,7,14,6346,7.1,2,42,2.6,13.8,3.5,2,unhealthy
39.1,10.6,14,11346,7.2,2,39,2.2,13.3,6.1,1,unhealthy
38,11.8,20,11883,5.2,3,51,2.9,11.4,7,5,healthy
39.4,11.4,14,5731,7.2,3,37,1.4,13.5,3.8,3,unhealthy
39.6,5.1,17,6069,7.2,1,41,1.3,15.1,3,3,unhealthy
39.2,5.1,15,5037,7.2,3,53,1.3,14.1,3,3,unhealthy
39.3,17,19,6305,4.4,1,41,2.9,14.5,6.4,5,unhealthy
39.1,15.3,15,6418,7.2,3,51,1.5,14.9,4.4,2,unhealthy
39.2,6.1,14,5004,7.2,1,38,1.3,13.5,6.1,1,unhealthy
39.3,13.7,14,5724,6.9,4,44,1.3,14.3,3.9,1,unhealthy
37.8,24.6,22,11725,4.5,3,83,2,11.4,7,4,healthy
37.7,13.4,37,12862,2.9,2,61,2.4,12.8,7,4,healthy
39,9.5,24,5871,7.2,1,49,1.3,14.3,3.3,3,unhealthy
39.6,7.4,14,5797,6.7,3,39,2.4,14.8,3,1,unhealthy
39.5,6.9,14,5004,7.2,1,37,1.3,14.9,3.6,4,unhealthy
38.7,11,14,7469,7.2,2,48,1.8,15,4.5,2,unhealthy
37.9,12.6,36,12126,4.9,2,83,3.5,12,7,4,healthy
37.7,13.3,20,11505,4.8,3,83,3.1,11,7,4,healthy
37.7,14.4,42,12331,4.3,1,83,2.8,12.2,7,4,unhealthy
39.2,15,40,12882,3.6,3,45,2.3,11.7,5.3,3,healthy
39.1,13.8,21,5019,7.2,3,49,1.3,13.9,4.8,2,unhealthy
39.3,15.7,20,6141,7.2,4,50,2.8,14.8,4.2,1,unhealthy
39.2,7.1,41,10574,4.5,1,74,2.2,11.9,6.5,3,unhealthy
38.1,12,48,12264,4.8,3,81,1.5,12.6,6.1,3,healthy
39.5,6.9,16,5004,7.2,1,48,1.3,14.7,6,3,unhealthy
39,12.8,17,6098,7.2,3,37,1.9,14.3,7,2,unhealthy
39.2,12,20,7390,7.2,3,37,1.9,14.5,4.8,1,unhealthy
37.8,10.5,19,6154,4.6,3,55,2.4,12.6,6.8,3,healthy
37.7,20.5,32,12172,4.1,3,83,1.8,11.1,7,3,healthy
38,25.6,35,12399,4.6,1,62,3.3,11.3,6.8,3,healthy
39.8,13.7,14,7560,7.2,3,45,1.3,15,4.1,4,unhealthy
39.2,13,16,6538,7.2,2,43,2,14.6,4.9,3,unhealthy
38,11.5,30,11411,4.1,3,75,2,11.7,6.3,3,healthy
38,22.5,25,12798,3.6,1,46,3.4,12.1,5.1,3,healthy
39.2,5.1,14,7729,7.2,2,48,1.8,14.2,3.2,3,unhealthy
38.9,5.1,14,6622,6.8,4,43,1.3,14.5,4.8,2,unhealthy
37.8,12.6,32,11785,4.6,2,64,2.5,13.6,6.6,5,healthy
37.8,23.1,27,12325,4.2,3,54,2.9,13.2,7,4,healthy
38.2,9.9,45,12921,4.7,2,74,2.1,12.1,5.7,2,unhealthy
37.8,15.2,21,13019,7.2,1,83,2.2,12.9,5.6,3,healthy
37.8,15.1,23,10935,4.4,3,76,3.1,13.6,6.6,2,healthy
38.4,20.5,15,12384,4.3,2,75,1.4,12.4,6.4,3,healthy
37.9,9.2,29,12495,4.6,2,83,2.4,12,7,2,healthy
39.5,12,15,5004,7.2,1,44,1.3,15.9,5.5,2,unhealthy
38.9,12.3,14,5713,7.2,4,50,2.4,13.6,4.9,2,unhealthy
38,22.4,40,11806,4.3,1,59,2.3,6.7,5.4,2,healthy
39.6,12.1,14,5069,7.2,3,43,2.3,14.1,4.2,2,unhealthy
39.3,11.9,14,5004,7.2,3,44,1.5,14.4,4.9,3,unhealthy
38.3,11.7,32,12051,4.9,1,79,1.4,12.8,5,2,healthy
38.9,14.2,14,10403,7.2,3,40,1.6,13.9,4,2,unhealthy
39.2,13.6,14,5004,7.2,1,37,1.3,13.7,5.3,3,unhealthy
39.1,12.8,14,5777,4.4,3,37,3.9,15.1,5.1,3,unhealthy
38,24.1,30,13257,5.2,2,83,1.7,11.5,6.3,5,healthy
40.2,14.2,19,5271,6.5,3,40,1.3,13.3,3.9,3,unhealthy
39.4,11,19,6438,6.9,1,44,2.3,12.2,6.6,3,unhealthy
38.9,24.6,14,5461,7.2,2,65,1.7,13.3,4.3,3,unhealthy
37.9,25.2,22,13257,4.4,3,72,2.2,11.9,7,4,healthy
38.5,16.5,23,5004,4.4,3,76,1.6,12.5,3.9,1,unhealthy
39.1,5.1,14,5004,7.2,1,39,3.1,15.5,7,2,healthy
38.1,11.9,34,12095,3.5,2,74,1.4,12,6.2,2,healthy
38.9,16.2,22,10826,4.9,2,71,2.5,12.2,6.4,2,healthy
37.8,16.6,18,5802,6.9,2,52,1.3,14.2,7,3,unhealthy
37.7,13,14,9960,3.7,1,39,1.8,14.1,6.6,3,unhealthy
37.9,11.6,17,12619,4.1,3,72,3.8,14.1,7,3,healthy
39.5,5.1,16,6051,7.2,5,42,1.8,14.6,3.1,3,unhealthy
38.9,5.1,15,5443,7.2,2,47,1.3,14.9,5,1,unhealthy
39.5,5.7,15,5004,7.2,3,37,1.3,13.6,3.6,3,unhealthy
39.9,14.6,14,11260,4.3,3,44,1.7,12.1,6.6,2,healthy
38.2,23.3,32,11781,4.4,3,70,2.3,12.4,6.7,2,healthy
39.2,9.5,14,5380,7.2,1,39,1.3,13.5,4,3,unhealthy
39.2,14.3,20,6778,7.2,3,50,2.1,13,4.7,1,unhealthy
38.8,12.7,15,5911,7.2,3,47,1.5,15.1,5.8,3,unhealthy
39.2,13.5,14,6494,7.1,3,38,2.5,14.6,3.8,3,unhealthy
39.3,13.4,27,7009,7.2,1,40,1.8,14.9,4.5,2,healthy
39.1,11.2,24,5004,7.2,2,49,1.4,15,4.9,2,unhealthy
37.7,14.8,33,12458,3.8,3,83,2.3,11.7,7,3,healthy
39.4,5.5,14,5556,7.1,1,40,1.7,14.5,4.5,1,unhealthy
39.2,9.6,14,5222,7.2,2,50,1.3,14.9,4.9,1,unhealthy
38,13.3,26,6367,6.9,3,70,2,13.7,5.7,2,healthy
37.9,14.5,21,10515,3.2,2,77,2.7,12.6,6.3,3,healthy
39.6,10,14,5749,7.2,4,47,1.5,13.7,3.2,2,unhealthy
38.9,7.5,14,5951,7.2,1,54,1.8,15,3.6,3,healthy
38,13.7,29,12006,5.1,2,79,3,11.9,7,2,healthy
39.2,11.2,21,7838,4.3,3,82,2,12.1,7,2,healthy
39.5,5.1,27,13257,6.9,2,38,1.4,13.6,4.1,3,healthy
37.9,20.6,37,12754,4.7,3,76,2.6,12.3,6.5,3,healthy
37.7,15.2,41,12967,4.4,3,83,1.8,11.5,6.4,3,healthy
38.1,22.4,27,12316,4.9,3,70,2,10.9,7,4,healthy
38.2,11.7,22,11307,4.3,3,66,2.4,11.4,7,3,unhealthy
39.2,10.1,14,5531,6.7,3,46,1.7,14.4,5.2,2,unhealthy
38,22.6,33,13257,4.6,3,67,2.9,12.5,6.1,1,healthy
37.9,13.8,25,12500,4.3,4,70,3.5,12.9,7,5,healthy
39.5,9.5,14,6595,7.1,4,45,1.3,14.1,4.8,3,unhealthy
39.7,14.1,14,6573,7.1,2,39,1.5,14.8,4.2,3,unhealthy
39,13.1,20,6569,7.2,1,39,1.3,14.4,4.5,2,unhealthy
39.6,15.3,22,11786,6.6,1,40,2.5,14.3,6.1,3,unhealthy
39,15.4,25,6641,7.1,2,49,1.6,14.4,5.6,3,unhealthy
39.1,10,17,6247,7.2,3,50,1.4,14.2,5.1,3,unhealthy
37.8,11.3,29,12036,4.6,3,83,1.9,11.4,6.7,3,unhealthy
38,7.2,14,5004,4.7,3,47,2.1,13.9,6.8,1,healthy
38.3,15.4,14,6348,7.2,3,78,2.9,15.1,6.8,2,unhealthy
39.1,14.6,23,13210,7.2,3,51,1.3,14.7,3.9,2,unhealthy
37.7,19.3,22,12012,5.1,1,83,3,11,7,3,healthy
39.2,11.6,22,6580,4,3,43,2.4,14.2,6,3,unhealthy
39.6,7.5,17,6806,7.1,2,38,1.3,14.9,5.1,3,unhealthy
39,16.8,19,11852,4.3,1,39,3,14.7,7,3,unhealthy
39.3,15.4,22,6166,6.6,3,37,2.5,13.1,5.4,1,healthy
37.9,7.4,17,12173,4.6,1,55,2.5,12.9,5.2,1,unhealthy
37.9,16.2,41,13257,4.4,4,83,2.5,13,3.2,3,healthy
39,14,21,7201,4.7,1,37,2.4,13.2,5.5,3,healthy
38,20.6,17,13173,4.4,3,82,3.1,10.6,7,3,healthy
39.5,5.1,14,6994,7.2,2,42,1.6,15.1,4,2,unhealthy
39.2,11.7,14,5064,6.5,3,38,2.4,14.3,5.7,3,unhealthy
37.8,21.4,31,12904,4.8,3,61,3.3,12.1,7,4,healthy
37.9,13.3,27,11840,4.2,1,48,1.7,11.5,7,1,healthy
39.3,6.3,25,6082,7.2,2,44,1.7,14,5.6,2,unhealthy
35.5,14.3,23,5195,6.7,3,42,1.6,14.7,3.8,2,unhealthy
39.9,12.4,14,5186,5.9,3,37,1.3,14.6,3.7,3,unhealthy
39.7,5.1,17,5860,7.1,2,47,1.6,16.4,5.5,3,unhealthy
39,17.5,17,5221,6.7,4,37,1.6,15,4.1,1,unhealthy
37.8,12.5,14,10103,3.9,3,83,2.2,12.2,6.8,3,healthy
38.2,14.8,26,6104,3.8,1,42,2,11.9,5.6,2,healthy
38.1,13.3,22,7063,7.2,3,42,1.3,13.9,3,5,unhealthy
39.2,13.5,26,6939,6.9,3,37,1.3,13.5,4.4,1,unhealthy
38.2,17.2,27,12630,4.3,2,61,3.8,12.5,7,3,healthy
39,8,14,6027,7.2,3,43,1.3,14.3,3.2,3,unhealthy
38,21.1,21,12306,3.5,3,56,3.9,12.5,6.8,3,healthy
39.4,11.4,14,6195,6.5,3,48,1.5,14.1,3.9,3,unhealthy
38.8,16.2,14,6092,7,3,45,1.3,14.2,3.6,2,unhealthy
39.8,12.3,19,6554,7.2,1,43,1.3,13.8,4.2,3,unhealthy
37.7,24.8,32,12576,3.4,1,72,2.2,12,6,4,healthy
39.2,5.1,14,5009,7.2,2,45,2.7,15.6,4.4,2,unhealthy
39.3,10.8,14,11536,4.4,3,40,2.6,12,6.7,3,healthy
39,13.8,14,13257,6.8,3,45,4.1,13.7,7,3,healthy
39.3,8.1,14,5004,7.2,2,41,1.3,14.2,5.4,1,unhealthy
39.1,12.2,14,5843,7.2,1,41,1.4,15.5,5,3,unhealthy
38.2,26.4,29,11536,4.4,1,71,1.7,13.5,4.7,3,healthy
37.9,21,34,10542,4.8,2,83,1.8,12.2,6.6,1,healthy
38.9,9,14,6113,7.2,5,42,1.6,15,4.4,4,unhealthy
37.7,11.8,23,11519,5,3,83,2.4,11.7,7,3,healthy
38.1,10.9,21,11614,4.6,1,42,2.5,14.9,5.8,1,healthy
37.8,19.7,33,12855,3.2,2,83,2.5,12.9,5.3,4,healthy
39.2,13.1,14,5751,6.9,3,37,1.3,15.7,5.1,3,unhealthy
39,5.1,14,6629,6.9,3,47,1.3,13.7,3.2,3,unhealthy
39.2,14.6,14,5088,7.2,3,53,2.4,14,5,2,unhealthy
39.2,14.7,14,6141,7.2,3,47,1.5,13.9,6.7,3,unhealthy
39.2,5.1,17,5120,7,1,48,1.3,15.4,5.4,3,healthy
39.4,6.8,19,6073,7.2,2,51,1.3,15.6,5.2,2,unhealthy
38,10.9,20,13257,4.6,3,56,3.9,12.6,6.6,3,healthy
37.7,11.3,18,12190,4.4,1,83,3.9,12.3,7,3,healthy
38.2,24.3,25,12197,4.5,2,73,2.7,12.2,6.5,4,healthy
39.1,11.7,14,7354,6.9,3,51,1.3,16,4.2,3,unhealthy
38.1,26.5,26,12879,3.9,3,55,3.1,11.5,6.4,3,healthy
40,12,17,9263,7.2,4,83,2.4,14.2,6.3,3,unhealthy
37.8,23.3,42,12694,4.1,3,80,3.9,11.5,7,3,healthy
39.1,9.6,17,6531,7.1,3,42,1.3,13.4,3.4,3,unhealthy
39.1,12.4,14,5004,7.1,1,45,1.3,13.2,3,1,unhealthy
39.4,5.1,21,5523,7.2,2,41,1.6,14.9,7,2,healthy
37.7,19.4,29,12713,4.2,2,68,2,12.5,6.2,4,healthy
39.4,12.5,14,9161,4.5,3,72,1.3,14.5,5,2,unhealthy
38.9,6.2,15,5307,7.2,3,49,1.4,14.9,5.3,3,unhealthy
39,14.2,14,6951,7.1,3,48,1.6,15.1,4.3,5,unhealthy
38.2,20.7,28,11797,4.4,3,68,2.2,11.8,7,4,healthy
38.1,15.8,27,11476,7.2,3,78,1.7,12.3,6.7,4,healthy
39.6,5.7,26,7370,7.2,3,47,1.3,15.6,3.2,1,unhealthy
37.8,23.2,18,12389,3.9,3,73,4.2,12.2,6.5,3,healthy
39.1,5.1,14,5757,7.2,1,46,1.3,14.7,3.7,3,unhealthy
39.5,6.6,28,5659,7,3,45,1.9,14.4,3.7,2,unhealthy
38.1,11.9,14,10683,7,3,62,1.7,13.4,3,4,healthy
39.1,13.3,14,6852,7.2,3,79,3.3,14.8,5.5,3,unhealthy
39,5.1,14,6711,7.2,1,45,1.3,13.6,4.3,1,unhealthy
39,6.6,14,13157,3.8,1,42,3.8,14.6,5.6,3,healthy
37.7,22.6,18,6363,4.6,2,83,2.8,12.7,7,3,healthy
39.3,12.7,18,7026,6.6,3,42,1.6,15,5.3,3,unhealthy
38,12.6,25,12164,4.8,2,75,3,11.5,7,5,healthy
38.9,7.5,14,5330,7.2,1,47,1.3,14,6,3,unhealthy
39.1,16.8,14,6347,7.2,1,44,1.4,15.7,3.7,3,unhealthy
39.5,13.8,18,6357,4.6,3,39,2.1,13.5,3.4,2,unhealthy
37.9,25.8,22,12391,4.1,2,78,2.3,11.4,6.2,3,unhealthy
39.4,10.5,14,5004,7.2,2,45,1.3,14.2,4.8,3,unhealthy
39.1,8.6,21,5478,7.2,3,43,2.7,14.7,5.9,3,unhealthy
38,21.4,31,12038,4.9,3,83,2.9,12.1,7,3,healthy
38.1,12.6,23,12930,3.3,3,83,2,12.3,5.8,3,healthy
39.3,14.9,21,5458,7.1,3,44,1.5,15.5,4.4,2,unhealthy
39.2,9,14,5004,7.2,2,48,1.3,13.1,4.1,3,unhealthy
39.5,15.8,19,5962,6.6,1,43,1.3,14.5,4.3,3,healthy
39.2,5.1,14,5839,4.6,3,56,2.4,11.8,6.9,2,healthy
37.8,14.6,22,12871,3.8,4,56,3,11.5,7,4,healthy
39.1,12.5,31,7609,5,2,46,2.6,14.1,7,4,healthy
38.2,9.6,32,12466,4.6,2,53,2.2,11.8,5.9,1,healthy
39.2,7,14,5201,7.2,3,37,1.4,13.5,5.1,2,unhealthy
37.8,14.1,22,13257,3.8,2,40,3.7,12.5,7,3,healthy
38.9,5.4,14,5356,7.2,3,48,1.3,13.4,3.4,1,unhealthy
37.9,12.5,36,11856,4.8,1,83,2.2,12.2,7,4,healthy
37.8,7.8,16,13257,4.7,3,83,2.3,11.6,7,2,healthy
38.2,11.2,41,13257,3.9,3,48,1.3,12.6,6.3,2,unhealthy
37.8,16.3,26,11253,4.5,1,83,2.4,12,7,5,healthy
39.1,6.1,14,5004,7.2,3,45,1.3,13.9,5.1,2,unhealthy
37.9,5.1,14,11825,4.1,3,83,1.8,12.1,6.3,2,unhealthy
39.9,5.1,14,12639,7.2,1,52,1.9,13.8,4.6,3,healthy
39.3,14.8,14,5553,7.2,1,48,3.1,13.6,5.3,1,unhealthy
39.4,13.8,23,6294,4.4,3,39,2.4,13.4,4.8,2,unhealthy
38.4,13.8,44,13257,3.7,4,79,2.6,12.5,7,3,healthy
39.2,10.3,23,7987,6.6,3,37,2,13.8,3,1,unhealthy
39.4,9.5,19,5004,6.8,3,42,1.3,13.8,3.7,1,unhealthy
39.3,6.7,14,6822,7.1,4,50,1.4,12.7,6.6,2,unhealthy
38.8,14.8,14,5121,7.2,3,37,1.3,14.2,6.1,2,unhealthy
39.2,25.7,21,11483,4.4,1,47,2.6,11.7,6.2,2,healthy
37.8,21.4,17,11401,4.8,3,82,4.1,12.4,7,4,healthy
39.5,12.4,14,5523,7.2,1,40,1.8,15.2,3.1,1,unhealthy
39.9,12.9,37,12888,7.2,1,53,2.4,14.8,6.7,2,unhealthy
38.9,5.1,17,6667,6.8,3,44,1.3,14.1,5.3,2,unhealthy
38.2,13,26,13200,4.2,3,62,2.9,12.8,5.4,2,unhealthy
39.5,9.9,19,7134,7.2,2,54,1.3,14.4,3.9,3,unhealthy
39.4,26.5,19,12265,3,3,83,2.1,14.1,6.3,2,healthy
39,13.4,17,5427,7.1,3,39,1.3,13.7,4.9,2,unhealthy
37.9,24.9,15,13257,4.2,3,67,3.1,12.2,7,3,healthy
39.3,15.7,14,5215,6,3,43,1.3,14.3,3.6,3,unhealthy
39.6,10.3,14,6402,7.2,1,43,2,15.8,3.6,3,unhealthy
39.3,11.1,18,7653,7.2,3,48,1.3,13.5,3,5,unhealthy
39.1,11,16,11810,7.2,2,55,3.3,12.1,4.7,3,healthy
38.1,22.5,20,12540,5,4,83,3.7,13.1,7,4,healthy
39.2,10.1,14,5258,7.2,2,49,1.3,14.3,4.1,3,unhealthy
39.3,21.1,14,5631,7.1,4,45,1.7,13.5,3.1,2,unhealthy
38.8,12.2,14,5004,6.7,3,50,1.5,14.4,4.4,3,unhealthy
37.8,23.7,18,12516,4.3,3,83,3.2,10.6,7,3,healthy
39.3,14.6,17,5885,7.2,1,51,2,15.1,3,2,healthy
38.2,10.8,19,12214,4.4,1,79,1.7,13.4,3.9,2,healthy
39.3,12.7,26,5058,4.4,2,48,1.9,12.7,6.4,2,healthy
37.9,14.9,20,12744,3.9,1,44,2.1,6,6.5,2,unhealthy
39.2,7.5,14,6271,6.9,1,48,1.3,14.5,5.3,3,unhealthy
39.2,6.7,17,5754,7.2,2,43,1.9,14.2,3.7,3,unhealthy
39,5.4,14,5004,7.2,3,43,1.6,14.2,4.6,1,unhealthy
39.5,16.1,35,5204,4.1,1,44,2.1,13.2,7,4,healthy
39.1,16.6,17,5898,7.2,2,43,1.3,14.3,4,3,unhealthy
37.8,25.4,22,10955,4.4,3,67,2.7,11.3,7,4,healthy
38,20.1,25,11653,4.4,3,65,2.6,11,6.6,4,healthy
39.2,11.8,14,5050,6.7,3,38,1.3,14.3,4.5,3,unhealthy
39.4,9.3,22,7135,7.2,1,48,1.3,13.5,4.6,3,unhealthy
39.1,14.1,14,12783,6.8,1,37,3,14.6,6.5,3,unhealthy
38.8,5.1,22,6661,7,3,41,1.3,13,4.4,3,unhealthy
38.1,22.7,42,13216,4.4,3,72,2.3,12.5,5.7,3,healthy
38.5,15.1,23,6234,4.5,2,48,1.3,15.4,6.5,2,healthy
37.8,15.4,26,12412,4.2,3,66,2.2,11.9,6.5,4,healthy
37.9,12.9,14,5004,7,2,82,2,12.6,6.3,3,unhealthy
39,11.8,14,5400,7.2,3,38,1.6,14.2,4.9,1,unhealthy
39.2,5.1,14,5769,7.2,3,52,2.1,14.1,4.9,1,healthy
39.8,14,21,12261,6.4,3,49,2.6,15.8,3.4,3,unhealthy
37.8,22,48,12809,4.3,1,80,2.3,12.2,7,2,healthy
37.8,26.5,29,13257,3.6,2,77,3,10.8,7,4,healthy
37.9,22.9,31,12542,4.7,1,78,3.6,11.9,7,4,healthy
39.1,15.4,14,5683,7.2,1,50,1.5,11.5,3.9,2,unhealthy
39.4,11.7,14,5004,4.5,3,58,1.3,12.6,6.5,4,unhealthy
37.9,24.2,21,11584,4.3,1,66,2.4,12.8,7,4,healthy
39.2,8.1,26,6494,7.2,2,39,1.5,14.4,3.9,3,unhealthy
38.8,8.7,14,5257,6.8,4,47,2.1,15,3.9,3,unhealthy
39.4,13.8,22,6765,7.1,3,37,2.9,13.8,4.5,4,unhealthy
39.1,5.1,14,5903,7.1,1,41,1.7,14.8,5.1,1,unhealthy
39.1,9.3,18,5891,7.1,2,45,1.4,14.9,5.4,3,unhealthy
37.9,20.2,20,12022,5,3,83,3.6,11.5,7,4,healthy
38.9,14.5,14,5004,7.2,3,48,1.6,14.2,4,3,unhealthy
39.3,13.8,14,5500,7.2,1,45,2.3,14.7,4.2,1,unhealthy
38.1,14.8,34,10860,4.7,1,77,2.4,11.7,7,2,healthy
37.8,23.2,27,13244,3.9,3,62,2.4,10.9,5.9,3,healthy
38,15.8,35,11016,5.1,1,72,2.1,12,7,3,healthy
39,5.1,14,7238,7.2,3,46,1.3,14.5,5.5,2,unhealthy
39.1,15.7,15,5004,7.2,3,43,1.3,14.4,4.3,2,unhealthy
39.2,14.8,16,5974,7.1,3,45,1.4,15.3,5,1,unhealthy
38,15.9,24,12185,4.5,3,80,1.4,13.3,5.8,2,healthy
39.4,10,17,5815,7.2,4,52,1.4,14.2,5.4,2,unhealthy
37.7,16.3,16,6031,7.2,2,66,3.3,14.3,6.8,1,healthy
37.9,9.3,28,11920,4.6,3,61,2.6,11.4,7,3,healthy
37.7,12.4,24,11969,4,4,72,3.1,12.4,7,5,healthy
37.7,21.7,31,12457,4.3,4,83,2.5,11.2,7,4,healthy
37.8,11.8,23,13128,4.2,4,61,3.7,11.3,7,3,healthy
39,14.5,14,5004,7.2,3,38,2.7,15,5,2,healthy
39.1,13.1,32,7308,6.6,1,52,1.8,14.8,5.5,4,healthy
39.2,17.3,14,5830,6.1,2,39,2.3,14.9,5.6,3,unhealthy
39.5,7.3,14,5721,7.2,3,40,1.3,14.9,3,3,unhealthy
37.9,14,32,12536,4.1,3,83,2.1,11.8,6.3,3,healthy
37.8,24,23,13116,4.5,3,70,2.1,11.8,7,3,healthy
37.9,13.1,27,12686,4.3,3,70,3.2,13.1,7,4,healthy
37.9,22.7,25,12425,3.4,2,73,2.3,12.4,7,3,healthy
37.7,22.8,29,12538,5,3,83,1.5,12.5,6.5,2,healthy
39,17.1,16,5346,7.1,3,48,1.3,14.5,5,3,unhealthy
39.5,13.3,18,8143,3.9,1,62,1.6,11.5,5.8,2,unhealthy
39,11.8,14,6880,6.7,4,46,1.3,16.1,4.3,2,unhealthy
39,8.2,18,6772,7,2,41,1.8,14,5.2,3,healthy
38,25.8,40,12921,4.4,1,61,2.8,13,7,5,healthy
38.1,14.7,37,13257,4.3,3,72,2.9,11.6,6.6,3,healthy
39.1,6.9,22,7023,6.7,3,46,1.3,15.6,3.2,3,unhealthy
38.7,5.1,14,5004,7.2,3,44,1.3,14.7,5,3,unhealthy
37.8,14.4,24,11639,4,3,56,3.4,11.3,7,4,healthy
37.8,24,26,12310,4.4,1,83,2.1,12.2,6,4,healthy
39.5,13,14,5624,7.2,1,41,1.3,13.9,4.3,4,unhealthy
38.9,12.4,14,6080,7.2,4,41,1.4,16.2,4.5,2,unhealthy
37.8,12.8,44,13257,4.7,1,72,1.9,11.4,4.8,3,healthy
39.3,7.2,14,5870,7.2,1,37,1.3,13.1,4.2,2,unhealthy
38,15.6,32,13257,4.7,4,49,1.5,12,5.4,2,unhealthy
37.8,22.5,27,12514,3.9,4,83,1.7,12.9,7,4,healthy
37.8,24.4,18,11563,4.7,3,67,3,12,7,4,healthy
